TOWN_ID,C_Name,T_Name,NFULLN,No,Address,case,Report_Time,disastertype0,Flood,Traffic,Landslide,disastertype,Time,Day,Hour2,situation,Processing1,Processing2,X,Y,Lon,Lat,geo
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,1968,嘉義縣東石鄉膽潭村,645-2,2009-8-13 07:08,積水地區,1,0,0,Flood,2009/08/09 10:28,2009/08/09,10:28,東石鄉膽潭村目前已淹水只有1部抽水機目前淹水水位已慢漫上升請加派人員及調度抽水機協助處裡,"1.08091130移請水利處處裡
2.08091140通之水利處應變小組處裡目前水利處抽水機已全部出勤暫無法調度
3.0813/0659，依據水利處災情彙整表：掌潭村內已退。",結案建議,162406.45,2594658.45,120.142668,23.452558,"23.452558,120.142668"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,1967,嘉義縣東石鄉掌潭村,2030-0,2009-8-13 07:07,積水地區,1,0,0,Flood,2009/08/10 13:10,2009/08/10,13:10,掌潭村與過溝交界處嚴重淹水,"1.08101313已請水利處應變小組處理
2.0813/0659，依據水利處災情彙整表：掌潭村內已退。",結案建議,164478.69,2590644,120.163177,23.41642,"23.41642,120.163177"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,1966,嘉義縣東石鄉掌潭29號,1263-1,2009-8-13 07:06,積水地區,1,0,0,Flood,2009/08/10 20:00,2009/08/10,20:00,東石鄉掌潭村29號附近淹水.請加強派抽水車協助抽水.聯絡電話09****4678余先生.,"1.0810/2001請水利處加強派抽水機協助抽水.
2.0810/2005已請水利處應變小組處裡.
3.0813/0659，依據水利處災情彙整表：掌潭村內已退。",結案建議,165453.93,2590921.11,120.172704,23.418973,"23.418973,120.172704"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,1965,嘉義縣東石鄉臺17線,1342-1,2009-8-13 07:01,積水地區,1,0,0,Flood,2009/08/10 23:05,2009/08/10,23:05,臺17線東石往過溝水門關閉造成東石淹水。,"一、0810/2107，已請水利處應變小組處理。
二、0813/0659，依據水利處災情彙整表：臺17線上積水8公分。",處理中,162406.45,2594658.45,120.142668,23.452558,"23.452558,120.142668"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,1964,嘉義縣東石鄉塭仔村,1271-1,2009-8-13 07:00,積水地區,1,0,0,Flood,2009/08/10 20:22,2009/08/10,20:22,溫仔村後部抽水站抽水機損壞.請碇派抽水機支援.,"1.0810/2025已請水利處應變小組處理.
2.0813/0659，依據水利處災情彙整表：塭仔村內已漸消退(低窪地區70公分)",處理中,165618.9,2592918.36,120.174206,23.437016,"23.437016,120.174206"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,1963,嘉義縣東石鄉西崙村581號,1356-1,2009-8-13 06:58,積水地區,1,0,0,Flood,2009/08/11 00:38,2009/08/11,00:38,西崙村8月10日1600至1800水位下降2吋，1800-2400水位不降反升，請求協助。,"一、08110041，請水利處應變小組處理。
二、0813/0656，水利處災情彙整表：西崙村水勢消退中(目前仍有淹水，平均深度約30公分、低窪地區60公分)",處理中,167676.05,2591668.57,120.194405,23.425836,"23.425836,120.194405"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,1902,嘉義縣東石鄉洲仔村,1083-1,2009-8-12 20:12,積水地區,1,0,0,Flood,2009/08/10 03:48,2009/08/10,03:48,村內水位升高(大廟附近),"一、0810/0440，已傳真至水利處應變小組儘速處理，電話聯絡水利處應變小組查明原因及儘速處理。
二、0810/0605，已通知119，目前東石分隊已派員疏困中。
三、0812/2007，電詢鄉公所，公所表示積水已退。",結案建議,168017.14,2594834.39,120.19757,23.454438,"23.454438,120.19757"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,1901,嘉義縣東石鄉港墘村十全駕訓班旁,947-1,2009-8-12 20:11,積水地區,1,0,0,Flood,2009/08/09 20:13,2009/08/09,20:13,上述地點積水，申請加班抽水機，民眾見電視有熱心民眾欲支援抽水機，請請安裝，聯絡電話：09****1685,"0809/1947，通報水利處常員處理。
0809/2000，已通知水利處應變小組，如有可支援之抽水機，可連絡民眾(09****1685)有效佈設抽水位置。
0820/2008，電詢鄉公所，公所表示積水已退。",結案建議,169979.73,2595409.08,120.216747,23.459725,"23.459725,120.216747"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,1560,嘉義縣東石鄉塭仔村8鄰20號,1617-4,2009-8-12 03:30,其他,1,0,0,Flood,2009/08/11 10:10,2009/08/11,10:10,水淹及胸缺乏物資,"1.連絡村長請其協助陳村長09****8329
2.08111440聯絡公所表示此次水災救助物資最多的是塭仔村因物資無法每家發送故由村長統一處理經聯絡村長表示他已發放3天之物資以3天沒睡覺以分由各鄰長協助處理以達快速效應
3.08111445報案人電話無法連絡
4.水利署支援多部抽水機，目前全力運轉中，積水已漸消退塭仔村積水80-150公分0811-23：00",處理中,165618.9,2592918.36,120.174206,23.437016,"23.437016,120.174206"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,1480,嘉義縣東石鄉掌潭村,1658-0,2009-8-11 20:36,其他,1,0,0,Flood,2009/08/11 18:00,2009/08/11,18:00,掌潭村已經淹水2-3天了，請求抽水機。(詹國安0911194541),"一、08/11 1830 請水利處人員處理。
2.0811/1900請水利處應變小組調查處理.
3.0811/1935水利處應變小組以電話東石鄉公所調度抽水機因應.",結案建議,164478.69,2590644,120.163177,23.41642,"23.41642,120.163177"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,1425,嘉義縣東石鄉栗仔崙19號,1601-0,2009-8-11 19:03,積水地區,1,0,0,Flood,2009/08/11 11:50,2009/08/11,11:50,6人{4大2小}請求抽水機抽水及物資發放,"1.08110630物資發放聯絡公所並已發放
2.08110632請求抽水機移水利處處理
3.08111850住戶政小姐表示水位已退",結案建議,164478.69,2590644,120.163177,23.41642,"23.41642,120.163177"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,1164,嘉義縣東石鄉掌潭村9之29號,1357-1,2009-8-11 01:36,積水地區,1,0,0,Flood,2009/08/11 01:13,2009/08/11,01:13,中央災害應變中心王秘書來電告知上述地點水深及腰，報案人：蕭先生：09****9625,"1.轉知水利處派員處理。
2.08110119，請水利處應變小組處理後回報。
3.08110125，水利處應變小組由義竹調派抽水機2部支援並已電話告知陳情人蕭先生。
4.08110131回報中央災害應變中心余科員轉知王秘書。",結案建議,164478.69,2590644,120.163177,23.41642,"23.41642,120.163177"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,1107,嘉義縣東石鄉塭仔村,1288-1,2009-8-10 21:10,積水地區,1,0,0,Flood,2009/08/10 20:40,2009/08/10,20:40,"上述地點水深及胸，需要救援。
(張先生，09****5747)
05-****183","一、0810/2046請本縣消防局處理。
二、0810/2054連絡****183親人，表示需抽水機、及需救援。",結案建議,165618.9,2592918.36,120.174206,23.437016,"23.437016,120.174206"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,1016,嘉義縣東石鄉永屯村栗子崙,1202-0,2009-8-10 16:41,房屋淹水,1,0,0,Flood,2009/08/10 15:50,2009/08/10,15:50,"一、栗子崙淹水。
二、缺少物資，請求支援。",一、0810、1555淹水部分已請水處應變小組處理，至於物資部分請社會處妥處。,處理中,165170.6,2594785.78,120.169713,23.453854,"23.453854,120.169713"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,1013,嘉義縣東石鄉塭仔村20號,1198-0,2009-8-10 16:36,其他,1,0,0,Flood,2009/08/10 14:42,2009/08/10,14:42,上述地點民眾淹水斷糧請求運送物資,"1.08101448轉交社會處處理
2.08101600已送達",結案建議,165618.9,2592918.36,120.174206,23.437016,"23.437016,120.174206"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,802,嘉義縣東石鄉全村,1023-0,2009-8-9 22:45,房屋淹水,1,0,0,Flood,2009/08/09 22:40,2009/08/09,22:40,全鄉淹水，須軍卡軍載送抽水機，及油料抽水用。,通報國軍支援軍卡車1輛載送支援,處理中,162406.45,2594658.45,120.142668,23.452558,"23.452558,120.142668"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,694,嘉義縣東石鄉掌潭村,891-0,2009-8-9 18:33,其他,1,0,0,Flood,2009/08/09 17:55,2009/08/09,17:55,掌潭村擋水牆掏空請求40包太空包,"1.08091800移請水利處派員處理
2.08091820以通知水利處應變小組調派處理",處理中,164478.69,2590644,120.163177,23.41642,"23.41642,120.163177"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,674,嘉義縣東石鄉西崙村14鄰,882-0,2009-8-9 18:01,其他,1,0,0,Flood,2009/08/09 15:50,2009/08/09,15:50,目前屋內水已淹及跨邊高度，請派員提供物資，並給予關懷。,"1.08091608移請社會處派員處裡並回報
2.08091620電連公所表示已備妥物資但苦於無運輸工具之派送公所並傳真軍卡協助1530均未果
3.公所向報案人回電不為所接受針對此已請社會處人員在店連鍋小姐給與情緒抒解",處理中,167676.05,2591668.57,120.194405,23.425836,"23.425836,120.194405"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,667,嘉義縣東石鄉港墘村,871-0,2009-8-9 17:39,積水地區,1,0,0,Flood,2009/08/09 17:15,2009/08/09,17:15,港墘村周遭水位已快達淹水狀況請盡速派抽水機抽水,1.08091720以通知水利處應變小組調派處理,處理中,169979.73,2595409.08,120.216747,23.459725,"23.459725,120.216747"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,627,嘉義縣東石鄉嘉南大圳嘉七橋,815-0,2009-8-9 16:27,水利設施損壞,1,0,0,Flood,2009/08/09 11:42,2009/08/09,11:42,嘉南大圳嘉七橋破堤，請派員處理。,一、已報水利處應變小組處理。,處理中,162406.45,2594658.45,120.142668,23.452558,"23.452558,120.142668"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,604,嘉義縣東石鄉洲仔村臺糖農地堤防,761-0,2009-8-9 15:08,積水地區,1,0,0,Flood,2009/08/09 14:50,2009/08/09,14:50,東石鄉洲仔村臺糖農地堤防需抽水機,"1.08091453移請水利處支援抽水機
2.08091500通報水利處應變小組目前無移動式抽水機可供使用",尚未處理,168017.14,2594834.39,120.19757,23.454438,"23.454438,120.19757"
1001009,嘉義縣,東石鄉,嘉義縣東石鄉,504,嘉義縣東石鄉塭仔村,599-0,2009-8-9 08:42,其他,1,0,0,Flood,2009/08/09 08:25,2009/08/09,08:25,淹水，抽水機故障。,一、08/09 08點30分通報水利處人員派員處理。,處理中,165618.9,2592918.36,120.174206,23.437016,"23.437016,120.174206"
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉,1904,嘉義縣義竹鄉北華村永華橋,1004-1,2009-8-12 20:26,水利設施損壞,1,0,0,Flood,2009/08/09 20:55,2009/08/09,20:55,義竹鄉北華村永華橋附近淹水，且永華橋有缺口，有潰堤之虞,"一、08092125，已通知水利處應變小組處理。
二、0810/1630，積水太深無法進入，待積水退了再進入搶修。
三、0812/2020，電詢水利處應變小組，該小組表示永華橋附近積水已退。
",結案建議,167446.65,2583552.24,120.192604,23.352539,"23.352539,120.192604"
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉,1361,嘉義縣義竹鄉新店村新店大排邊,1510-1,2009-8-11 15:09,水利設施損壞,1,0,0,Flood,2009/08/11 12:18,2009/08/11,12:18,新店大排邊有一缺口造成淹水。,"1、08/11 1220請水利處應變小組處理。
2.08111500水利處應變小組已派員處理搶修但未聯絡到報案人無法確認缺口何在",結案建議,167733.63,2581037.96,120.195548,23.329851,"23.329851,120.195548"
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉,647,嘉義縣義竹鄉六桂村,832-0,2009-8-9 16:55,水利設施損壞,1,0,0,Flood,2009/08/09 10:10,2009/08/09,10:10,"一、六桂村翁岳生舊宅旁堤防倒塌，本鄉無法自行處理，請聯絡五河局支援。
二、本鄉絕大部分遭淹沒，請支援太空包及沙包檔水。","一、08/09 1010以通報水利處應變小組處理。
二、08/09 1050以通報第五河川局應變小組處理。",處理中,172319.2,2581101.84,120.240382,23.330651,"23.330651,120.240382"
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉,603,嘉義縣義竹鄉中平村,583-1,2009-8-9 15:07,其他,1,0,0,Flood,2009/08/09 06:50,2009/08/09,06:50,義竹鄉中平村八掌溪溪水暴漲水位高漲.即將溢堤.,"1.0809/0655義竹公所鄭先生申請3輛公車協助疏善民至公所安置.
2.0809/0703通知公車處業課長.義竹鄉公所需求.請與義竹鄉鄭先生聯絡.
3.08091300已由公車處派車協助撤離。",結案建議,175457.48,2585118.29,120.27087,23.367064,"23.367064,120.27087"
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉,573,嘉義縣義竹鄉西過村280號淹水,640-1,2009-8-9 13:06,人員疏散及災民收容,1,0,0,Flood,2009/08/09 10:09,2009/08/09,10:09,義竹鄉西過村280號淹水，楊小姐(09****7034)表示西過村全村淹水，請求疏散居民。,"一、08/09 10點11分請求社會局協助疏散居民。
二、已聯，輕微淹水已無大礙。",處理中,168322.23,2578366.14,120.201447,23.305755,"23.305755,120.201447"
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉,562,嘉義縣義竹鄉,690-0,2009-8-9 12:12,積水地區,1,0,0,Flood,2009/08/09 11:30,2009/08/09,11:30,義竹鄉新店村後鎮村北華村岸腳村平溪村淹水協助救援災民,請國軍派兵20人支援5臺動力橡皮艇,尚未處理,172818.17,2588648.07,120.244875,23.398814,"23.398814,120.244875"
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉,555,嘉義縣義竹鄉中平村,603-1,2009-8-9 11:59,積水地區,1,0,0,Flood,2009/08/09 06:26,2009/08/09,06:26,該村8掌溪即將溢堤請派員警協助疏散,"1.0635通知布袋分局蕭值勤員請義竹鄉公所鄭先生聯絡3411314配合其疏散居民
2.0645布袋分局蕭值勤員告知已通知義竹分駐所
3.0710與義竹分駐所連洛蕭警員已與中平村長在現場處理
40710與義竹分駐所聯絡羅永芳警員已與中平村長在現場處裡
5.08091145通知勤務中心許滋能派員前往疏處
",處理中,175457.48,2585118.29,120.27087,23.367064,"23.367064,120.27087"
1001010,嘉義縣,義竹鄉,嘉義縣義竹鄉,541,嘉義縣義竹鄉官順村、新店村、岸腳村、北華村、後鎮村積水,665-0,2009-8-9 11:21,積水地區,1,0,0,Flood,2009/08/09 10:35,2009/08/09,10:35,本鄉目前積水嚴重，尤以官順村、新店村、岸腳村、北華村、後鎮村特別嚴重，急需移動式抽水機10臺，以利淹水村落排水。,一、08/09 11點13分電話聯絡水利處應變中心處理。,處理中,165511.66,2578751.19,120.173949,23.30909,"23.30909,120.173949"
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉,1853,嘉義縣鹿草鄉碧潭村,592-1,2009-8-12 17:51,積水地區,1,0,0,Flood,2009/08/09 08:00,2009/08/09,08:00,全村淹水1尺高以上，請求支援﹝公車2臺﹞,"1.電洽公車處長吳先生09****4530請其派車，但因水位過高車輛無法靠近。
2.請涂幹事0917247780與吳先生連絡接人事宜，後續追蹤中。
3.08/09 1730電詢公所人員，公車已派往現場待命，俟水退後進入救援。
4.08/12 1700公所人員表示，水已退，勤務結束。",結案建議,178263.37,2587098.16,120.29822,23.385067,"23.385067,120.29822"
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉,1851,嘉義縣鹿草鄉碧潭村,746-2,2009-8-12 17:48,人員疏散及災民收容,1,0,0,Flood,2009/08/09 14:15,2009/08/09,14:15,因淹水居民需撤離至竹園國小收容處所，請公車處支援1臺公車。,"一、08/09 14點15分電洽葉站長(09****5049)請其派公車支援，並請司機和現場許村幹事(09****4780)連絡接人事宜。
二、08/09 17點25分公車已派往現場待命，但因水太深無法進入。
三、08/12 1735公所人員回報，勤務已完成。",結案建議,178263.37,2587098.16,120.29822,23.385067,"23.385067,120.29822"
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉,985,嘉義縣鹿草鄉三角村,995-1,2009-8-10 15:05,環境污染(含垃圾清運),1,0,0,Flood,2009/08/09 18:06,2009/08/09,18:06,堤防潰堤全村淹水，請求協助清掃消毒,"一、通報國軍請求支援協助清掃。
二、國軍已派支援(蕭文章回報)。
三、經於8/10 1200連洛環保局楊課長，請支援1部抓斗車，並逕洽蕭先生。
四、於8/10 1202電洽蕭先生，告知環保局楊課長要處理。
五、於8/10 1453連絡蕭先生回報:已送抓斗車至現場。",結案建議,181553.26,2588168.7,120.330354,23.394875,"23.394875,120.330354"
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉,844,嘉義縣鹿草鄉下潭、頂潭,555-2,2009-8-10 02:45,積水地區,1,0,0,Flood,2009/08/09 05:00,2009/08/09,05:00,鹿草鄉下潭頂潭等八掌溪沿岸許厝寮恐有溢堤淹水之虞，請宣導疏散,"一、0809/0507電聯鹿草翁小姐該溢堤狀況，翁小姐表示，上該村堤防水位已滿目前持續觀察中，如危害安全會立即疏散
二、08/09 0606聯絡公所郭先生水位尚未消退，但仍不需疏散。
三、08/09 0800經洽公所翁小姐表示頂潭村淹水及三角區淹水，消防局祥和分隊前往疏散居民。(與223案合併)
四、已於0809陸續疏散",結案建議,176891.26,2592269.69,120.284547,23.431703,"23.431703,120.284547"
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉,660,嘉義縣鹿草鄉三角村,657-1,2009-8-9 17:32,積水地區,1,0,0,Flood,2009/08/09 09:30,2009/08/09,09:30,鹿草鄉三角村淹水怕有危險(住戶:黃木田、黃英城09****3929)。,"一、08/09 09點32分已請鄉公所派員協助撤離及安置，並提供相關物資，亦請國軍兵力及消防人力協助救援。
二、08/09 10點 經查詢收容中心無上述收容民眾。
三、08/09 10點20分 再請鄉公所繼續協助，但公所表示目前國軍甲車及消防船艇目前無法進入，俟雨勢減弱再行救援。
四、08/09 17點05分電詢黃先生，其表示水目前已退無危險，不需支援。",結案建議,181553.26,2588168.7,120.330354,23.394875,"23.394875,120.330354"
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉,574,嘉義縣鹿草鄉碧潭村35號,711-0,2009-8-9 13:07,積水地區,1,0,0,Flood,2009/08/09 12:25,2009/08/09,12:25,"1.上述地點水淹及膝需救援5大3小
2.該案為陳先生報案0933628886",1.08091227電話聯絡林先生表示尚不願撤離如需救援再行求助,結案建議,178263.37,2587098.16,120.29822,23.385067,"23.385067,120.29822"
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉,545,嘉義縣鹿草鄉重寮村,655-1,2009-8-9 11:27,積水地區,1,0,0,Flood,2009/08/09 10:45,2009/08/09,10:45,嘉義縣鹿草鄉中寮村媽祖廟前約10幾人受困須撤離,"1.08091045由消防局派員前往協助撤離並與村幹事鄧先生聯絡0934055577
2.08/09 1126經洽村幹事表示目前還不需要撤離，俟需要時再請求。",處理中,179945.9,2588734.18,120.314603,23.399913,"23.399913,120.314603"
1001011,嘉義縣,鹿草鄉,嘉義縣鹿草鄉,473,嘉義縣鹿草鄉堤防邊,545-1,2009-8-9 04:29,積水地區,1,0,0,Flood,2009/08/09 01:28,2009/08/09,01:28,該處淹水請啟動抽水機抽水，並加派抽水機,"一、0809/0135通知水利科了解災情後回報。
二、0809/0330請公所陳技士查上述情形。
三、0809/0418公所回報已放置二臺抽水機，並已啟動。",結案建議,176891.26,2592269.69,120.284547,23.431703,"23.431703,120.284547"
1001012,嘉義縣,水上鄉,嘉義縣水上鄉,1304,嘉義縣水上鄉中庄村,1243-1,2009-8-11 13:13,積水地區,1,0,0,Flood,2009/08/10 17:18,2009/08/10,17:18,水上鄉中庄村堤防排水閘門阻塞請調派抽水機協助抽水,"1.08101920轉交水利處調度抽水機
2.08101930已請水利處應變小組處理
3.08111245水利科已與陳村長聯繫處理了",結案建議,192490.98,2591676.49,120.437224,23.426971,"23.426971,120.437224"
1001012,嘉義縣,水上鄉,嘉義縣水上鄉,711,嘉義縣水上鄉中庄村,918-1,2009-8-9 19:31,積水地區,1,0,0,Flood,2009/08/09 18:30,2009/08/09,18:30,水上鄉中庄村線淹水近1天若不作處置100多甲農作物將損失另通合橋永欽2號橋亦不能通車希望派橡皮艇來打開水門讓積水排除,1.通報119指揮中心回覆三和消防分隊已前往載送,結案建議,192490.98,2591676.49,120.437224,23.426971,"23.426971,120.437224"
1001012,嘉義縣,水上鄉,嘉義縣水上鄉,620,嘉義縣水上鄉富成橋堤防塌400M,809-0,2009-8-9 16:17,水利設施損壞,1,0,0,Flood,2009/08/09 15:45,2009/08/09,15:45,上述堤防坍塌約400M,"一、轉報河川局派員前往處理。
二、現場人員暫無危險，希望儘速處理。
三、08/09 1610已通報第五河川局應變中心處理。",處理中,189568.05,2592007.43,120.408609,23.429854,"23.429854,120.408609"
1001012,嘉義縣,水上鄉,嘉義縣水上鄉,577,嘉義縣水上鄉靖和村南靖糖廠138-1號,656-1,2009-8-9 13:21,積水地區,1,0,0,Flood,2009/08/09 10:36,2009/08/09,10:36,靖和村已開始積水因排水不良急需沙包支援,"1.08091036通報派員前往處裡
2.08091200移請水利處處裡
3.08091205通報水上公所處裡",處理中,185378.88,2589457.21,120.367724,23.406666,"23.406666,120.367724"
1001012,嘉義縣,水上鄉,嘉義縣水上鄉,576,嘉義縣水上鄉大崙村,716-2,2009-8-9 13:21,積水地區,1,0,0,Flood,2009/08/09 12:40,2009/08/09,12:40,水上交流道往大崙村村口水深及小腿肚,"1.08091250報水利處應變小組處理。
2.08091318通報水上公所人員派人處理。",處理中,184810.08,2593259.92,120.361995,23.44098,"23.44098,120.361995"
1001012,嘉義縣,水上鄉,嘉義縣水上鄉,572,嘉義縣水上鄉美上美915號,613-1,2009-8-9 13:05,水利設施損壞,1,0,0,Flood,2009/08/09 08:30,2009/08/09,08:30,上述地點排水溝不通。,"一、08/09 09點04分通知公所郭先生派員前往處理，並將處理情形回報。
二、08/09 13點公所回報因當地淹水，水閘門需關閉，故會造成排水溝不通，已向報案人連絡及解釋過。",結案建議,189369.55,2595214.92,120.406537,23.458809,"23.458809,120.406537"
1001012,嘉義縣,水上鄉,嘉義縣水上鄉,539,嘉義縣水上鄉振鍵鐵工廠附近,661-0,2009-8-9 11:09,積水地區,1,0,0,Flood,2009/08/09 11:00,2009/08/09,11:00,排水溝淹水淹入民宅,1.08091102通報公所人員派人處裡,處理中,189568.05,2592007.43,120.408609,23.429854,"23.429854,120.408609"
1001012,嘉義縣,水上鄉,嘉義縣水上鄉,522,嘉義縣水上鄉鴿溪寮,637-0,2009-8-9 10:11,積水地區,1,0,0,Flood,2009/08/09 09:30,2009/08/09,09:30,水上鄉鴿溪寮北回歸線附近有淹水請求抽水機前往抽水,1.08090945通知公所許小姐派員前往勘查及協助處裡,處理中,189568.05,2592007.43,120.408609,23.429854,"23.429854,120.408609"
1001012,嘉義縣,水上鄉,嘉義縣水上鄉,516,嘉義縣水上鄉柳新村,612-1,2009-8-9 09:38,人員疏散及災民收容,1,0,0,Flood,2009/08/09 09:08,2009/08/09,09:08,美上美社區今天早上水位又上漲，昨天未撤離之行動不便老人，請派員協助撤離。(村長09****6327),1.08090927已通知水上公所承辦人許小姐前往協助派員撤離,處理中,189705.81,2591989.79,120.409957,23.4297,"23.4297,120.409957"
1001012,嘉義縣,水上鄉,嘉義縣水上鄉,514,嘉義縣水上鄉美上美社區堤防,618-0,2009-8-9 09:33,積水地區,1,0,0,Flood,2009/08/09 09:11,2009/08/09,09:11,水位即將溢出,1.08090925通報水利處應變小組,處理中,189568.05,2592007.43,120.408609,23.429854,"23.429854,120.408609"
1001012,嘉義縣,水上鄉,嘉義縣水上鄉,485,嘉義縣水上鄉南靖糖廠,571-0,2009-8-9 06:25,積水地區,1,0,0,Flood,2009/08/09 06:23,2009/08/09,06:23,淹水請求抽水機支援,0809/0613，通報水上鄉公所人員處理中,處理中,189568.05,2592007.43,120.408609,23.429854,"23.429854,120.408609"
1001012,嘉義縣,水上鄉,嘉義縣水上鄉,472,嘉義縣水上鄉溪洲村外溪州127、128號,542-3,2009-8-9 04:07,房屋淹水,1,0,0,Flood,2009/08/09 03:03,2009/08/09,03:03,溪州村外溪州127-128號淹水。,"一、0809/0315請水上公所許小姐向村長確認，如需人力支援再行回報。
二、0809/0340經洽詢水上公所黃小姐，目前溪州淹水至胸口，已撤離10餘人，目前陸續撤離中(電話不通，該住址無人姓詹)
三、0809/0356水上黃小姐回報外溪州撤人10餘人至村辦公室，目前安全無虞。",結案建議,188497.43,2590225.23,120.398205,23.413721,"23.413721,120.398205"
1001012,嘉義縣,水上鄉,嘉義縣水上鄉,462,嘉義縣水上鄉柳林村柳子林1798號,530-1,2009-8-9 03:21,其他,1,0,0,Flood,2009/08/09 01:56,2009/08/09,01:56,請求抽水機。,"一、0809/0231，通報水上鄉公所黃先生處理中。
二、0809/0303，該公所黃先生已向陳小姐說明處理完畢。",處理中,190754.18,2591822.72,120.420223,23.42823,"23.42823,120.420223"
1001012,嘉義縣,水上鄉,嘉義縣水上鄉,446,嘉義縣水上鄉三喜村,526-0,2009-8-9 02:34,積水地區,1,0,0,Flood,2009/08/09 01:20,2009/08/09,01:20,上述地點近外溪洲附近水深及大腿，請求抽水機協助。,"一、0809/0126，通知水利科了解災情後回報。2680123水上公所
二、0809/0201水上公所回報已淹水目前無法處理 。
三、0809/0223，水利科請公所處理並協助公所處理。",處理中,189568.05,2592007.43,120.408609,23.429854,"23.429854,120.408609"
1001013,嘉義縣,中埔鄉,嘉義縣中埔鄉,688,嘉義縣中埔鄉後庄里大排,621-1,2009-8-9 18:23,積水地區,1,0,0,Flood,2009/08/09 09:20,2009/08/09,09:20,大排水溝阻塞淹水嚴重,"1.08090930通報公所曾小姐上揭狀況請清潔隊派員前處理
2.08091815電詢公所陳先生表示目前水已退排水溝無阻塞情形",結案建議,196267.96,2594842.97,120.474071,23.455693,"23.455693,120.474071"
1001013,嘉義縣,中埔鄉,嘉義縣中埔鄉,534,嘉義縣中埔鄉中崙溪中崙國小段,587-1,2009-8-9 10:55,其他,1,0,0,Flood,2009/08/09 07:49,2009/08/09,07:49,該處有一名男性民眾(賴樹木約50歲)被洪水沖走。,"一、0809/0749，通報消防局處理。
二、08/09 10點45分已派員處理中，俟回報。",處理中,196267.96,2594842.97,120.474071,23.455693,"23.455693,120.474071"
1001014,嘉義縣,竹崎鄉,嘉義縣竹崎鄉,478,嘉義縣竹崎鄉和平村振安橋,558-0,2009-8-9 05:37,水利設施損壞,1,0,0,Flood,2009/08/09 04:12,2009/08/09,04:12,振安橋旁堤防被水衝毀，請求搶修,"一、0809/0427，已連絡竹崎鄉公所前往了解。
二、0809/0437，公所回報報案人聯絡電話無法撥通，狀況未知。
三、0809/0518，公所回報水位已退並封鎖現場，居民均安全。",處理中,204244.95,2601029.69,120.551959,23.511802,"23.511802,120.551959"
1001014,嘉義縣,竹崎鄉,嘉義縣竹崎鄉,455,嘉義縣竹崎鄉鹿滿加油站,529-2,2009-8-9 03:00,其他,1,0,0,Flood,2009/08/09 02:15,2009/08/09,02:15,請求抽水機,"一0809/0234，通報竹崎鄉公所洪先生處理中。
二、0809/0253，已處理完畢。",結案建議,204253.38,2602494.21,120.551997,23.525027,"23.525027,120.551997"
1001014,嘉義縣,竹崎鄉,嘉義縣竹崎鄉,450,嘉義縣竹崎鄉灣橋村233號,531-0,2009-8-9 02:51,積水地區,1,0,0,Flood,2009/08/09 02:06,2009/08/09,02:06,上述地點淹水請求抽水機支援。,"一、0809/0210電請公所處理。
二、0809/0237電洽公所洪課長，請其前往關切，再行回報有無安全之虞。",處理中,201265.34,2598538.02,120.522864,23.489216,"23.489216,120.522864"
