TOWN_ID,C_Name,T_Name,No,Time,Day,day2,Hour2,Hour,NFULLN,Flood,Traffic,Landslide,disastertype,situation,goods,Keywords,X,Y,Lon,Lat,geo
1001018,嘉義縣,阿里山鄉,1337,2009/8/10 13:00,2009/8/10,2,13:00,2_13,嘉義縣阿里山鄉,0,0,1,Landslide,跪求相關單位~~~~~嘉義縣阿里山鄉里佳村8日凌晨發生土石流 房子與茶廠都被淹沒 之後就斷了通訊~ 已經過了3天了山上沒水又沒電也無存糧而且下午又要下起豪大雨 是否可加緊救援工作 別讓太和悲劇重演 ~~~~~~~~~~~~~~~~有待產孕婦目前全村沒電無通訊 急需救援,請協尋失聯之村民 需緊急救援,土石流、存糧,220087.35,2589951.91,120.70731,23.41214,"23.41214,120.70731"
1001018,嘉義縣,阿里山鄉,1365,2009/8/10 13:00,2009/8/10,2,13:00,2_13,嘉義縣阿里山鄉,0,0,1,Landslide,嘉義縣阿里山鄉里佳村8日凌晨發生土石流 房子與茶廠都被淹沒 之後就斷了通訊~ 已經過了3天了 山上沒水又沒電也無存糧 而且下午又要下起豪大雨 是否可加緊救援工作 別讓太和悲劇重演 感恩,有生病長者與待產孕婦 急需醫生 物資 全村4X0人失聯,土石流、存糧,220087.35,2589951.91,120.70731,23.41214,"23.41214,120.70731"
1001018,嘉義縣,阿里山鄉,1375,2009/8/10 13:00,2009/8/10,2,13:00,2_13,嘉義縣阿里山鄉,0,0,1,Landslide,發生土石流請快點救援 我知道這樣說對別處一樣受災的地區很不公平 但是否可不可以分一點資源給阿里山部落的村民呢 起碼在悲劇還未上演前都有希望不是嗎 請相關單位緊急救援吧,請相關單位緊急救援吧,土石流,220087.35,2589951.91,120.70731,23.41214,"23.41214,120.70731"
1001018,嘉義縣,阿里山鄉,1612,2009/8/10 17:00,2009/8/10,2,17:00,2_17,嘉義縣阿里山鄉,0,1,0,Traffic,位於阿里山鄉山美村4鄰全村約八十人，因前後道路橋樑都中斷，無法由外界運輸物資，目前斷水斷電之中，急需外界伸出援手空投物資，救救老弱婦孺及小孩。, ,道路橋樑,218566.99,2585837.72,120.69252,23.37496,"23.37496,120.69252"
1001018,嘉義縣,阿里山鄉,1712,2009/8/10 18:00,2009/8/10,2,18:00,2_18,嘉義縣阿里山鄉,0,0,1,Landslide,根據今天中午來吉村的人傳出來的正確訊息，來吉村第四鄰土石流嚴重（他們無法與第一、二、三鄰聯繫，猜測他們應該更嚴重），第四鄰這邊大部分已遭土石流侵蝕，只剩少數幾間民宅可以避難，若豪雨再下，後果不堪設想，請救災單位能協助儘速直昇機救人出來～,需要空投物資、直昇機救人出來,土石流,225409.57,2602857.3,120.75917,23.52876,"23.52876,120.75917"
1001018,嘉義縣,阿里山鄉,1743,2009/8/11 19:00,2009/8/11,2,19:00,2_19,嘉義縣阿里山鄉,0,0,1,Landslide,據來即傳來消息，有部分村民仍群聚於第一鄰１１號，因土石鬆動害怕豪雨再起, ,土石,225409.57,2602857.3,120.75917,23.52876,"23.52876,120.75917"
1001018,嘉義縣,阿里山鄉,1051,2009/8/11 02:00,2009/8/11,2,02:00,2_2,嘉義縣阿里山鄉,0,0,1,Landslide,阿里山來吉部落通訊全數中斷已經三天，面臨斷糧危機!!請求對外救援!!來吉村第一鄰更可能面臨土石流危機! 希望媒體能伸出援手～, ,斷糧、土石流,205048.58,2550777.95,120.56132,23.05804,"23.05804,120.56132"
1001018,嘉義縣,阿里山鄉,1783,2009/8/11 20:00,2009/8/11,2,20:00,2_20,嘉義縣阿里山鄉,0,0,1,Landslide,阿里山所有原住民部落，包括達邦、特富野、山美、里佳、茶山、樂野，全都面臨路斷、土石流、斷電、斷通訊、缺水缺糧、數百人受困的災難！ 總計至少有上千人受困，無法得到救援！例如達邦與里佳部落，從八日就發生土石流！數百人受困！ 當時就有人通報相關單位，但至今沒有得,"有孕婦, 需要水和食物",土石流,205122.06,2572407.86,120.5614,23.25337,"23.25337,120.5614"
1001018,嘉義縣,阿里山鄉,1835,2009/8/11 21:00,2009/8/11,2,21:00,2_21,嘉義縣阿里山鄉,0,0,1,Landslide,現在嘉義縣來吉村四鄰 ，只剩下不舞作坊沒被土石流淹沒, ,土石流,225409.57,2602857.3,120.75917,23.52876,"23.52876,120.75917"
1001018,嘉義縣,阿里山鄉,1860,2009/8/11 21:00,2009/8/11,2,21:00,2_21,嘉義縣阿里山鄉,0,0,1,Landslide,嘉義縣阿里山鄉來吉村七座橋樑全斷，村旁的阿里山溪溪床堆積沙石高度已經與村落同高，有的地方甚至更高。房舍多有被土石流沖壞，請大家快快幫忙，近日又下起豪雨，第四鄰只剩不舞作坊還在，但能撐多久不曉得，請大家幫忙。,乾糧(醬油、味精、鹽無法果腹不需要)、水、奶粉、手電筒,土石流,205122.06,2572407.86,120.5614,23.25337,"23.25337,120.5614"
1001018,嘉義縣,阿里山鄉,1090,2009/8/11 05:00,2009/8/11,2,05:00,2_5,嘉義縣阿里山鄉,0,0,1,Landslide,"來吉村4鄰1X9之5號有7人((有老人及小孩),土石流持續中待救援!來吉村善有2X0多人待救!",待救援!需要食物及脫困逃離!求助無門在等死!!!!!,土石流、食物,225409.57,2602857.3,120.75917,23.52876,"23.52876,120.75917"
1001303,屏東縣,東港鎮,176,2009/8/9 15:00,2009/8/9,0,15:00,0_15,屏東縣東港鎮,1,0,0,Flood,"大部分的地方都淹水, 還有一層樓高的(二天了), 醫院也泡水了, 斷水斷電斷話超過一天了, 至今沒有政府單位出現, 只有慈濟", ,淹水、'%斷水%斷電%'、斷話,197147.64,2487547.56,120.48636,22.4868,"22.4868,120.48636"
1001303,屏東縣,東港鎮,428,2009/8/10 02:00,2009/8/10,1,02:00,1_2,屏東縣東港鎮,1,0,0,Flood,東港有史以來最嚴重的淹水，以前東隆宮都不會淹水，東隆宮水位很高，我的同事從早上打電話就已經聯絡不到人了，他住在東隆宮往青洲濱海遊樂區的興漁街裡面巷弄那邊，希望有人可以及時提供那邊的訊息，想清楚了解水位是否已退，人的安全與否。, ,聯絡、淹水,197147.64,2487547.56,120.48636,22.4868,"22.4868,120.48636"
1001303,屏東縣,東港鎮,440,2009/8/10 03:00,2009/8/10,1,03:00,1_3,屏東縣東港鎮,0,1,0,Traffic,爺爺奶奶都八十多歲，, ,%對外%中斷%',198049.83,2517965.97,120.49412,22.76153,"22.76153,120.49412"
1001305,屏東縣,萬丹鄉,13,2009/8/9 02:00,2009/8/9,0,02:00,0_2,屏東縣萬丹鄉,1,0,0,Flood,香社村就已淹至大腿深，台27香社路段馬路也水患成河, ,淹,195685.94,2502953.48,120.47162,22.62588,"22.62588,120.47162"
1001305,屏東縣,萬丹鄉,14,2009/8/9 02:00,2009/8/9,0,02:00,0_2,屏東縣萬丹鄉,1,0,0,Flood,全村都淹很高, ,淹,194887.45,2496425.97,120.46408,22.56691,"22.56691,120.46408"
1001305,屏東縣,萬丹鄉,15,2009/8/9 02:00,2009/8/9,0,02:00,0_2,屏東縣萬丹鄉,1,0,0,Flood,香社村就已淹至大腿深，台27香社路段馬路也水患成河, ,淹,195685.94,2502953.48,120.47162,22.62588,"22.62588,120.47162"
1001305,屏東縣,萬丹鄉,966,2009/8/11 00:00,2009/8/11,2,00:00,2_0,屏東縣萬丹鄉,1,0,0,Flood,"8月9日,凌晨01時,根本看不出來哪邊是路？哪邊是田？只能憑藉著露出水面的電線桿來判斷。大水淹覆了原料,成品,半成品,機械.","希望有善心人士能幫忙協助提供放貨物的沾板,謝謝您!",大水,195685.94,2502953.48,120.47162,22.62588,"22.62588,120.47162"
1001309,屏東縣,里港鄉,21,2009/8/9 03:00,2009/8/9,0,03:00,0_3,屏東縣里港鄉,0,1,0,Traffic,目前已經封閉,不要再往那邊過去了,封閉,198855.59,2522894.99,120.5018,22.80607,"22.80607,120.5018"
1001311,屏東縣,高樹鄉,3,2009/8/9 01:00,2009/8/9,0,01:00,0_1,屏東縣高樹鄉,1,0,0,Flood,荖濃溪潰堤,請趕快撤離到疏散所,潰堤,202268.21,2483329.39,120.53624,22.44886,"22.44886,120.53624"
1001311,屏東縣,高樹鄉,760,2009/8/10 16:00,2009/8/10,1,16:00,1_16,屏東縣高樹鄉,1,0,0,Flood,尾寮山持續大雨，新豐堤防持續崩壞,３００型或４００型怪手５台。及２０噸大貨車。可從台２７線進入,大雨、堤防,204644.25,2522239.68,120.55821,22.80032,"22.80032,120.55821"
1001311,屏東縣,高樹鄉,468,2009/8/10 06:00,2009/8/10,1,06:00,1_6,屏東縣高樹鄉,1,0,0,Flood,"這些村莊大部份皆是漁溫,目前大部份恐己淹沒,水深一層樓以上","大型抽水機具,食物,水,橡皮艇",淹沒,204644.25,2522239.68,120.55821,22.80032,"22.80032,120.55821"
1001311,屏東縣,高樹鄉,1897,2009/8/11 21:00,2009/8/11,2,21:00,2_21,屏東縣高樹鄉,1,0,0,Flood,因六龜鄉荖濃溪上游的堰塞湖潰堤，高雄縣及屏東縣在荖濃溪沿岸的民眾，請儘速往高處疏散、移動, ,潰堤,204644.25,2522239.68,120.55821,22.80032,"22.80032,120.55821"
1001311,屏東縣,高樹鄉,1927,2009/8/11 22:00,2009/8/11,2,22:00,2_22, 屏東縣高樹鄉,1,0,0,Flood,屏東縣政府在電視跑馬燈上宣布荖農溪的堰塞湖已經潰堤，請這些地區民眾盡速撤離至高樹國中、高樹國小, ,潰堤,197097.52,2514875.33,120.48495,22.73359,"22.73359,120.48495"
1001311,屏東縣,高樹鄉,1976,2009/8/11 22:00,2009/8/11,2,22:00,2_22,屏東縣高樹鄉,1,0,0,Flood,"三地門鄉防災中心劉課長提醒大家~大社村的大社溪溪水暴漲潰堤,已經淹到口社派出所了,請高樹鄉的廣興村.廣福村.泰山村.南華村,儘早往高處撤離! (轉自警廣即時路況)", ,潰堤,204644.25,2522239.68,120.55821,22.80032,"22.80032,120.55821"
1001317,屏東縣,新園鄉,7,2009/8/9 01:00,2009/8/9,0,01:00,0_1,屏東縣新園鄉,1,0,0,Flood,"新園鄉的堤防快崩堤, 新園堤防到烏龍那段",怪手,崩堤,195685.94,2502953.48,120.47162,22.62588,"22.62588,120.47162"
1001317,屏東縣,新園鄉,38,2009/8/9 04:00,2009/8/9,0,04:00,0_4,屏東縣新園鄉,1,0,0,Flood,屏東縣新園鄉新東村堤防已經開始滲水，急徵怪手+袋子! ! 親友聽到新惠宮(廟)廣播 強力徵求飼料袋，要拿來做擋土牆也需要怪手、山貓去填補破洞, ,滲水,195810.18,2493765.09,120.47315,22.54291,"22.54291,120.47315"
1001317,屏東縣,新園鄉,75,2009/8/9 07:00,2009/8/9,0,07:00,0_7,屏東縣新園鄉,1,0,0,Flood,目前內庄往港西 東港方向 在內庄中油加油站積水嚴重 車輛通過請慢行, ,積水,195810.18,2493765.09,120.47315,22.54291,"22.54291,120.47315"
1001318,屏東縣,崁頂鄉,124,2009/8/9 11:00,2009/8/9,0,11:00,0_11,屏東縣崁頂鄉,1,1,0,Flood&Traffic,"全村裝都浸泡在水裡,對外無法進出,目前整條路都留著污油..",需要物資.水,浸、無法進出,199917.83,2493477.18,120.51309,22.54043,"22.54043,120.51309"
1001319,屏東縣,林邊鄉,1,2009/8/9 01:00,2009/8/9,0,01:00,0_1,屏東縣林邊鄉,1,0,0,Flood,一樓已經全淹了,食物和水電,淹,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,105,2009/8/9 10:00,2009/8/9,0,10:00,0_10,屏東縣林邊鄉,1,0,0,Flood,1F積水未退、物資救援未進,水、食物、奶粉,積水、水、食物、奶粉,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,109,2009/8/9 10:00,2009/8/9,0,10:00,0_10,屏東縣林邊鄉,1,0,0,Flood,傳說有物資送入 但都被外區的人搶光 農農路有高血壓併糖尿病1老人+4小孩 以無進食很久 永樂村旁傳說堤防潰堤 水淹更高了 請盡速協助撤離,fr TVBS觀眾,進食、潰堤、水淹,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,137,2009/8/9 12:00,2009/8/9,0,12:00,0_12,屏東縣林邊鄉,1,0,0,Flood,目前家裡3人受困2樓，雖有人去看過，但未提供食物及水，已受困第二天，且家裡不好聯絡上，所以希望能有人確實去瞭解並提供食物及水，謝謝! 我弟電話0X27X13X97，可是手機訊號一直斷斷續續，很難聯絡上，且從昨天一直用到現在，無法充電，怕已快沒電，希望能去瞭解，我人在花,急需食物及水,%困%樓%'、'%食%水%'、聯絡,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,139,2009/8/9 12:00,2009/8/9,0,12:00,0_12,屏東縣林邊鄉,1,0,0,Flood,"水淹1樓高(退又漲),斷水斷電",需要物資...,水淹、'%水%電%',200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,158,2009/8/9 14:00,2009/8/9,0,14:00,0_14,屏東縣林邊鄉,1,0,0,Flood,"此發起救援者在PTT發文求救訊息:家裡有3層樓,昨天中午打就已經淹到大腿了,之後就無法聯絡上 林先生非常擔心,麻煩大家了!家裡有3個人!!", ,淹、聯絡,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,190,2009/8/9 15:00,2009/8/9,0,15:00,0_15,屏東縣林邊鄉,1,0,0,Flood,家裡可能有一老奶奶，和爸爸媽媽加三個小孩。昨天連絡時已經淹滿一樓。目前有早餐店支援情況穩定,物資投放或是救援,淹,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,191,2009/8/9 16:00,2009/8/9,0,16:00,0_16,屏東縣林邊鄉,1,0,0,Flood,水淹一樓.斷水斷電斷糧,飲用水 糧食.電筒.對外連絡電話,水淹、'%水%電%糧%',200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,211,2009/8/9 16:00,2009/8/9,0,16:00,0_16,屏東縣林邊鄉,1,0,0,Flood,水淹一樓多,需要物資、水,水淹,200659.9,2481457.62,120.52068,22.43191,"22.43191,120.52068"
1001319,屏東縣,林邊鄉,221,2009/8/9 17:00,2009/8/9,0,17:00,0_17,屏東縣林邊鄉,1,0,0,Flood,水淹一樓高,需要 水 食物,水淹,199580.67,2479899.68,120.51024,22.41781,"22.41781,120.51024"
1001319,屏東縣,林邊鄉,228,2009/8/9 17:00,2009/8/9,0,17:00,0_17,屏東縣林邊鄉,1,0,0,Flood,一樓淹滿了 四個人困在二樓需要救援,糧食快吃完了,淹、困,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,260,2009/8/9 19:00,2009/8/9,0,19:00,0_19,屏東縣林邊鄉,1,0,0,Flood,水淹很深，缺乏物資,水、糧食,水淹、物資,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,263,2009/8/9 19:00,2009/8/9,0,19:00,0_19,屏東縣林邊鄉,1,0,0,Flood,"水淹及腰,斷電,有老人,嬰兒","微型瓦斯爐(燒水給嬰兒泡奶),乾糧,乾電池或蠟燭",水淹、斷電,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,310,2009/8/9 21:00,2009/8/9,0,21:00,0_21,屏東縣林邊鄉,1,0,0,Flood,"目前只有年老父母親住那,父親有高血壓,水淹沒2人高","乾糧,水",水淹,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,328,2009/8/9 22:00,2009/8/9,0,22:00,0_22,屏東縣林邊鄉,1,0,0,Flood,有10人(有老人、小孩)躲在2F，1F淹水出不來 缺糧食及水,糧食(麵包、乾糧、餅乾) 水,淹水、'%水%糧%',221273.53,2574063.26,120.71922,23.26868,"23.26868,120.71922"
1001319,屏東縣,林邊鄉,353,2009/8/9 22:00,2009/8/9,0,22:00,0_22,屏東縣林邊鄉,1,0,0,Flood,房屋淹水 家裡快斷糧了,任何糧食.水,淹水、糧,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,355,2009/8/9 23:00,2009/8/9,0,23:00,0_23,屏東縣林邊鄉,1,0,0,Flood,一樓淹水，無法進出,乾糧、水,淹水,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,371,2009/8/9 23:00,2009/8/9,0,23:00,0_23,屏東縣林邊鄉,1,0,0,Flood,"大水淹至ㄧ樓頂,人員困在二樓,共8人(1老4大3小)","從淹水至今,尚無任何並無食物,水...?至安全的地方",水淹、困,198917.16,2480605.69,120.50378,22.42416,"22.42416,120.50378"
1001319,屏東縣,林邊鄉,20,2009/8/9 03:00,2009/8/9,0,03:00,0_3,屏東縣林邊鄉,1,0,0,Flood,四人受困於二層樓平房(屋頂為黃色)中，僅有一樓有出口(二樓窗有鐵欄杆、屋頂上不去)，目前仍不知安恙,缺水缺食物已超過20小時,%困%樓%',195613.47,2506091.53,120.47081,22.65422,"22.65422,120.47081"
1001319,屏東縣,林邊鄉,35,2009/8/9 04:00,2009/8/9,0,04:00,0_4,屏東縣林邊鄉,1,0,0,Flood,水淹兩層樓高，父母斷聯,待援,水淹,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,41,2009/8/9 04:00,2009/8/9,0,04:00,0_4,屏東縣林邊鄉,1,0,0,Flood,下午時滅頂 斷水斷電,急需物資 有老人,滅頂,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,57,2009/8/9 05:00,2009/8/9,0,05:00,0_5,屏東縣林邊鄉,1,0,0,Flood,斷水斷電也斷糧很久了.水淹到一樓高.家人都上二樓避難,糧食與飲水,水淹、'%斷水%斷電%斷糧%',200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,94,2009/8/9 09:00,2009/8/9,0,09:00,0_9,屏東縣林邊鄉,1,0,0,Flood,水淹至二樓，交通中斷,已無食物，急需救援,水淹,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,379,2009/8/10 00:00,2009/8/10,1,00:00,1_0,屏東縣林邊鄉,1,0,0,Flood,斷水 斷電 電話不通 淹水極深 村內年長者.年幼居多,沒有食物 只能靠雨水維持 希望可以極快送物資 與醫療照護,%水%電%'、電話、淹水,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,386,2009/8/10 00:00,2009/8/10,1,00:00,1_0,屏東縣林邊鄉,1,0,0,Flood,"水淹一層樓,已經二天沒食物了,急需物資,沒水沒電,電話也不通,不知有沒有人知道裡面的情形,麻煩請告知,謝謝!","食物,水,",淹、食物、物資、'%水%電%'、電話,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,394,2009/8/10 00:00,2009/8/10,1,00:00,1_0,屏東縣林邊鄉,1,0,0,Flood,水利村現在淹水一層樓高 並非新聞報導的地勢較高唯一沒有淹水處 亟需救援~因為媒體只報導林邊外圍 更進入是最嚴重的地方,食物 .水,淹水,199148.16,2481515.11,120.50599,22.43238,"22.43238,120.50599"
1001319,屏東縣,林邊鄉,396,2009/8/10 00:00,2009/8/10,1,00:00,1_0,屏東縣林邊鄉,1,0,0,Flood,這家有七個人目前困在二樓 急須飲水及食物 其中有一名年長的老阿嬤~~而且是獨棟房子 很擔心大水影響,請求食物及飲水 如能救出幾位家人(尤其是老阿嬤) 讓他們盡快能與外地親友報平安~感恩!!><,%困%樓%'、飲水、食物,199148.16,2481515.11,120.50599,22.43238,"22.43238,120.50599"
1001319,屏東縣,林邊鄉,405,2009/8/10 00:00,2009/8/10,1,00:00,1_0,屏東縣林邊鄉,1,0,0,Flood,1X4-5號是在中林路上的小巷子內(應該中林路上的1X4號旁的小巷子，是很小的一條巷子)，要走進去才會到1X4-5，有兩個人困在二樓，因為附近鄰居早已搬遷，所以他們即使大聲呼叫，可能也沒有人聽的到，請救難的朋友幫忙前往(不過橡皮艇一定進不去巷子內...)，已經被困三天了，請,最重要的要先救出人，因為屋內等於是個孤島，前後左右都沒有人，沒水沒電沒食物和水！,'%困%樓%',200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,411,2009/8/10 01:00,2009/8/10,1,01:00,1_1,屏東縣林邊鄉,1,0,0,Flood,一樓已經淹沒.家中有兩個大人及一個老人.,食物.水.照明設備,淹沒,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,542,2009/8/10 10:00,2009/8/10,1,10:00,1_10,屏東縣林邊鄉,1,0,0,Flood,淹水到一樓，有兩個月的新生兒在裡面，目前已經兩天沒食物。,水、食物、奶粉，裡面有嬰兒，拜託大家幫忙!!,淹水,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,556,2009/8/10 10:00,2009/8/10,1,10:00,1_10,屏東縣林邊鄉,1,0,0,Flood,淹水.斷糧.無水電,無法立即撤離.就請先給物資,淹水、斷糧,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,571,2009/8/10 11:00,2009/8/10,1,11:00,1_11,屏東縣林邊鄉,1,0,0,Flood,我朋友他家只有一樓已經淹沒，目前在鄰居家，裡面大大小小有十幾個人，沒電沒水沒東西吃，已經餓了３天２夜，今天第３天了,希望有人就他們脫困,淹沒、餓,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,572,2009/8/10 11:00,2009/8/10,1,11:00,1_11,屏東縣林邊鄉,1,0,0,Flood,目前水退了 但車子無法進去 只能用徒步的, ,水退,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,629,2009/8/10 12:00,2009/8/10,1,12:00,1_12,屏東縣林邊鄉,1,0,0,Flood,淹水(人在2F~有老人家),食物,食物、淹水,205048.58,2550777.95,120.56132,23.05804,"23.05804,120.56132"
1001319,屏東縣,林邊鄉,666,2009/8/10 14:00,2009/8/10,1,14:00,1_14,屏東縣林邊鄉,1,1,0,Flood&Traffic,"水淹一樓,交通中斷,食物已盡,有兩位老人及一位全身癱瘓無法行走之人(共三人)受困於此,急需救援","請提供食物,水,請派救援將三人帶出",交通中斷、水淹、食物,198918.71,2484109.3,120.50368,22.4558,"22.4558,120.50368"
1001319,屏東縣,林邊鄉,699,2009/8/10 15:00,2009/8/10,1,15:00,1_15,屏東縣林邊鄉,1,0,0,Flood,水淹一樓高.還有位女性感冒發燒需就醫..請有人聯繫上或是知道下落的請麻煩與我聯絡..謝謝!,飲用水.食物,水淹、聯繫,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,707,2009/8/10 15:00,2009/8/10,1,15:00,1_15,屏東縣林邊鄉,1,0,0,Flood,林邊溪潰堤，整鄉10村全部淹入水中，幾乎村村都有淹到1樓甚至2樓高的。政府說救援已到，是否能整理出已救援完成的民眾名單，依各村列表，上傳到中央救災中心網站，供民眾查詢。我有個叔叔，叫蔡惠仁，已經3天聯絡不上了，令人非常著急。,水利村獲救人員名單或已經受到安置的人員名單，鄉內各村已經受到安置的人員名單，感恩。,潰堤、淹、聯絡不上,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,431,2009/8/10 02:00,2009/8/10,1,02:00,1_2,屏東縣林邊鄉,1,0,0,Flood,水淹至二樓無水電有老人及小朋友,是,水淹、'%水%電%',200146.94,2481528.92,120.51569,22.43254,"22.43254,120.51569"
1001319,屏東縣,林邊鄉,492,2009/8/10 07:00,2009/8/10,1,07:00,1_7,屏東縣林邊鄉,1,0,0,Flood,那邊水淹1樓高,需要水跟糧食,水淹,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001319,屏東縣,林邊鄉,1424,2009/8/11 14:00,2009/8/11,2,14:00,2_14,屏東縣林邊鄉,1,0,0,Flood,水淹一樓高,帶出或食物,水淹,187141.83,2502158.28,120.38854,22.61841,"22.61841,120.38854"
1001319,屏東縣,林邊鄉,1781,2009/8/11 20:00,2009/8/11,2,20:00,2_20,屏東縣林邊鄉,1,0,0,Flood,"目前水已經退了,但是泥漿積了大約50公分深,根本無法行走,", ,水,200930.65,2483859.96,120.52323,22.45361,"22.45361,120.52323"
1001321,屏東縣,佳冬鄉,4,2009/8/9 01:00,2009/8/9,0,01:00,0_1,屏東縣佳冬鄉,1,0,0,Flood,"淹水至2樓, 有一位阿婆快要滅頂",橡皮艇救援,淹水,202268.21,2483329.39,120.53624,22.44886,"22.44886,120.53624"
1001321,屏東縣,佳冬鄉,116,2009/8/9 11:00,2009/8/9,0,11:00,0_11,屏東縣佳冬鄉,1,0,0,Flood,尚有四位大人受困在一樓至兩樓的平台,水、食物、保暖的衣物，受困已超過二十小時，急待救援,%困%樓%'、'%水%食%',200878.56,2479098.62,120.52287,22.41061,"22.41061,120.52287"
1001321,屏東縣,佳冬鄉,180,2009/8/9 15:00,2009/8/9,0,15:00,0_15,屏東縣佳冬鄉,1,0,0,Flood,水淹二樓受困10人危急請速搶救,缺乏物資二日未進食尚有80歲老人及1歲幼兒,水淹,202268.21,2483329.39,120.53624,22.44886,"22.44886,120.53624"
1001321,屏東縣,佳冬鄉,249,2009/8/9 19:00,2009/8/9,0,19:00,0_19,屏東縣佳冬鄉,1,0,0,Flood,阿姨家只有兩層樓高，雖然目前沒有下雨，但水還沒退依然受困家中等待救援。,中午收到物資，淹水淹至2樓急需救援。,%水%困%',202268.21,2483329.39,120.53624,22.44886,"22.44886,120.53624"
1001321,屏東縣,佳冬鄉,332,2009/8/9 22:00,2009/8/9,0,22:00,0_22,屏東縣佳冬鄉,1,0,0,Flood,目前有20多位受困2天，水淹至2樓，有5位小孩及嬰兒發燒，救援排隊等待兩天尚無救出,請先協助小孩救出,水淹、受困,202268.21,2483329.39,120.53624,22.44886,"22.44886,120.53624"
1001321,屏東縣,佳冬鄉,60,2009/8/9 05:00,2009/8/9,0,05:00,0_5,屏東縣佳冬鄉,1,0,0,Flood,堤防潰堤 水淹2樓 滅頂, ,潰堤、水淹,202268.21,2483329.39,120.53624,22.44886,"22.44886,120.53624"
1001321,屏東縣,佳冬鄉,61,2009/8/9 05:00,2009/8/9,0,05:00,0_5,屏東縣佳冬鄉,1,0,0,Flood,家人 水淹二樓 (堤防已崩潰),"""急"" 待救援 (東森新聞)",水淹,202268.21,2483329.39,120.53624,22.44886,"22.44886,120.53624"
1001321,屏東縣,佳冬鄉,69,2009/8/9 05:00,2009/8/9,0,05:00,0_5,屏東縣佳冬鄉,1,0,0,Flood,積水將近三樓,"""急"" 待救援 (東森新聞)",積水,202268.21,2483329.39,120.53624,22.44886,"22.44886,120.53624"
1001321,屏東縣,佳冬鄉,80,2009/8/9 07:00,2009/8/9,0,07:00,0_7,屏東縣佳冬鄉,1,0,0,Flood,三人受困，其中一人為殘障人士，從昨天中午到現在都沒吃東西，昨天傍晚淹到了二樓,救援物資,淹、受困,202268.21,2483329.39,120.53624,22.44886,"22.44886,120.53624"
